,name_used,summary
root of coastal glehnia,List of Canadian plants by family A,"Main page: List of Canadian plants by family

Families:
A | B | C | D | E | F | G | H | I J K | L | M | N | O | P Q | R | S | T | U V W | X Y Z"
root of common monkshood,root of common monkshood,"Aconitum (), also known as aconite, monkshood, wolf's-bane, leopard's bane, mousebane, women's bane, devil's helmet, queen of poisons, or blue rocket, is a genus of over 250 species of flowering plants belonging to the family Ranunculaceae. These herbaceous perennial plants are chiefly native to the mountainous parts of the Northern Hemisphere, growing in the moisture-retentive but well-draining soils of mountain meadows. Most species are extremely poisonous and must be dealt with very carefully. Several Acontium hybrids, such as the Arendsii form of Aconitum carmichaelii, have won gardening awards — such as the Royal Horticultural Society’s Award of Garden Merit. Some are used by florists."
root of gansui,gansui,"Mohandas Karamchand Gandhi (; 2 October 1869 – 30 January 1948) was an Indian lawyer, anti-colonial nationalist, and political ethicist, who employed nonviolent resistance to lead the successful campaign for India's independence from British Rule, and in turn inspire movements for civil rights and freedom across the world.
After two uncertain years in India, where he was unable to start a successful law practice, he moved to South Africa in 1893 to represent an Indian merchant in a lawsuit.
It was in South Africa that Gandhi raised a family, and first employed nonviolent resistance in a campaign for civil rights.
Bringing anti-colonial nationalism to the common Indians, Gandhi led them in challenging the British-imposed salt tax with the 400 km (250 mi) Dandi Salt March in 1930, and later in calling for the British to Quit India in 1942."
root of garden burnet,root of garden burnet,"The bouquet garni (French for ""garnished bouquet""; pronounced [bukɛ ɡaʁni]) is a bundle of herbs usually tied together with string and mainly used to prepare soup, stock, casseroles and various stews.
Liquid remaining in the bouquet garni can be wrung out into the dish.There is no generic recipe for bouquet garni, but most French recipes include thyme, bay leaf and parsley.
Depending on the recipe, the bouquet garni may also include basil, burnet, chervil, rosemary, peppercorns, savory and tarragon.
Vegetables such as carrot, celery (leaves or leaf stalks), celeriac, leek, onion and parsley root are sometimes included in the bouquet.
Sometimes, the bouquet is not bound with string, and its ingredients are filled into a small sachet, a piece of celery stalk, a net, or even a tea strainer, instead.
Traditionally, the aromatics are bound within leek leaves, though a coffee filter (or cheesecloth or muslin) and butcher twine can be used, instead."
root of garden eggplant,root of garden eggplant,"Vegetables are parts of plants that are consumed by humans or other animals as food.
The original meaning is still commonly used and is applied to plants collectively to refer to all edible plant matter, including the flowers, fruits, stems, leaves, roots, and seeds.
Originally, vegetables were collected from the wild by hunter-gatherers and entered cultivation in several parts of the world, probably during the period 10,000 BC to 7,000 BC, when a new agricultural way of life developed.
At first, plants which grew locally would have been cultivated, but as time went on, trade brought exotic crops from elsewhere to add to domestic types.
Nowadays, most vegetables are grown all over the world as climate permits, and crops may be cultivated in protected environments in less suitable locations.
Many nutritionists encourage people to consume plenty of fruit and vegetables, five or more portions a day often being recommended."
root of japanese ampelopsis ,root of japanese ampelopsis ,"Parthenocissus quinquefolia, known as Virginia creeper, Victoria creeper, five-leaved ivy, or five-finger, is a species of flowering plant in the grape family, Vitaceae. It is native to eastern and central North America, from southeastern Canada and the eastern United States west to Manitoba and Utah, and south to eastern Mexico and Guatemala."
root of largeleaf gentian,largeleaf gentian,"Gentiana macrophylla, the large leaf gentian, is called qin jiao in Chinese.  Synonyms include G. straminea, G. crassiaulisor, and G. dahurica. It is found in China, Kazakhstan, Mongolia and Russia."
root of philippine flemingia,Trichanthera,"Trichanthera is a monotypic genus of flowering plants in the acanthus family containing the single species Trichanthera gigantea, which is known by many common names, including madre de agua, suiban, cenicero, tuno, naranjillo, and  palo de agua.
It has also been introduced to other tropical regions such as Vietnam, Cambodia, and the Philippines.This plant is a shrub or tree growing up to 5 meters tall, though a 15-meter specimen was reported once.
The oval or oblong leaves are up to 26 centimeters long by 14 wide and are borne on short petioles.
It is bell-shaped and the throat measures up to 2.5 centimeters long.
The plant blooms in the afternoon and the flowers fall away during the night.
The bat Glossophaga soricina has been seen at the flowers of this species.
This plant also has many uses for humans.
It has uses in human medicine, including as a supplement to increase lactation in nursing mothers."
root of tali madder,1980 Birthday Honours,"The Queen's Birthday Honours 1980 were appointments in many of the Commonwealth realms of Queen Elizabeth II to various orders and honours to reward and highlight good works by citizens of those countries. The appointments were made to celebrate the official birthday of the Queen. They were published on 13 June 1980 for the United Kingdom and Colonies, Australia, New Zealand, Mauritius, Fiji, Bahamas, Papua New Guinea, Solomon Islands, Tuvalu, Saint Lucia, and Saint Vincent and the Grenadines.The recipients of honours are displayed here as they were styled before their new honour, and arranged by honour, with classes (Knight, Knight Grand Cross, etc.) and then divisions (Military, Civil, etc.) as appropriate."
root of tatarian aster,tatarian aster,"Aster tataricus, also called Tatarinow's aster, is a member of the Aster genus of flowering plants."
rose flower,rose flower,"A rose is a woody perennial flowering plant of the genus Rosa, in the family Rosaceae, or the flower it bears.
There are over three hundred species and thousands of cultivars.
They form a group of plants that can be erect shrubs, climbing, or trailing, with stems that are often armed with sharp prickles.
Flowers vary in size and shape and are usually large and showy, in colours ranging from white through yellows and reds.
Most species are native to Asia, with smaller numbers native to Europe, North America, and northwestern Africa.
Species, cultivars and hybrids are all widely grown for their beauty and often are fragrant.
Roses have acquired cultural significance in  many societies.
Rose plants range in size from compact, miniature roses, to climbers that can reach seven meters in height.
Different species hybridize easily, and this has been used in the development of the wide range of garden roses."
rose hip,rose hip,"The rose hip or rosehip, also called rose haw and rose hep, is the accessory fruit of the rose plant. It is typically red to orange, but ranges from dark purple to black in some species. Rose hips begin to form after successful pollination of flowers in spring or early summer, and ripen in late summer through autumn.

"
roselle flower bud,roselle flower bud,"Roselle (Hibiscus sabdariffa) is a species of Hibiscus probably native to West Africa, used for the production of bast fibre and as an infusion, in which it may be known as carcade. It is an annual or perennial herb or woody-based subshrub, growing to 2–2.5 m (7–8 ft) tall. The leaves are deeply three- to five-lobed, 8–15 cm (3–6 in) long, arranged alternately on the stems.
The flowers are 8–10 cm (3–4 in) in diameter, white to pale yellow with a dark red spot at the base of each petal, and have a stout fleshy calyx at the base, 1–2 cm (0.39–0.79 in) wide, enlarging to 3–3.5 cm (1.2–1.4 in), fleshy and bright red as the fruit matures. They take about six months to mature."
round cardamon fruit,Cardamom,"Cardamom (), sometimes cardamon or cardamum, is a spice made from the seeds of several plants in the genera Elettaria and Amomum in the family Zingiberaceae.
Both genera are native to the Indian subcontinent and Indonesia.
Species used for cardamom are native throughout tropical and subtropical Asia.
The first references to cardamom are found in Sumer, and in the Ayurvedic literatures of India.
Nowadays, it is also cultivated in some other countries, such as Guatemala, Malaysia and Tanzania.
The German coffee planter Oscar Majus Kloeffer introduced Indian cardamom (kerala) to cultivation in Guatemala before World War I; by 2000, that country had become the biggest producer and exporter of cardamom in the world, followed by India.Cardamom is the world's third-most expensive spice, surpassed in price per weight only by vanilla and saffron."
saccharomyces boulardii,saccharomyces boulardii,"Saccharomyces boulardii is a tropical species of yeast first isolated from lychee and mangosteen fruit in 1923 by French scientist Henri Boulard.
Although early reports described distinct taxonomic, metabolic, and genetic properties, S.
boulardii is a strain of S.
cerevisiae, sharing >99% genomic relatedness, giving the synonym S.
cerevisiae var boulardii.
A type strain is Hansen CBS 5926.S. boulardii is sometimes used as a probiotic with the purpose of introducing beneficial microbes into the large and small intestines and conferring protection against pathogens.
It grows at 37 °C (98.6 °F).
In addition, the popular genome-editing tool CRISPR-Cas9 was proven to be effective in S.
boulardii.
Boulard first isolated this yeast after he observed natives of Southeast Asia chewing on the skin of lychee and mangosteen in an attempt to control the symptoms of cholera.
In healthy patients, S.
boulardii has been shown to be nonpathogenic and nonsystemic (it remains in the gastrointestinal tract rather than spreading elsewhere in the body)."
safflower,safflower,"Safflower (Carthamus tinctorius) is a highly branched, herbaceous, thistle-like annual plant. It is commercially cultivated for vegetable oil extracted from the seeds and was used by the early Spanish colonies along the Rio Grande as a substitute for saffron. Plants are 30 to 150 cm (12 to 59 in) tall with globular flower heads having yellow, orange, or red flowers. Each branch will usually have from one to five flower heads containing 15 to 20 seeds per head. Safflower is native to arid environments having seasonal rain. It grows a deep taproot which enables it to thrive in such environments."
saffron,saffron,"Saffron (pronounced  or ) is a spice derived from the flower of Crocus sativus, commonly known as the ""saffron crocus"".
Saffron has long been the world's most costly spice by weight.
Although some doubts remain on its origin, it is believed that saffron originated in Iran.
However, Greece and Mesopotamia have also been suggested as the possible region of origin of this plant: Harold McGee  states that it was domesticated in or near Greece during the Bronze Age. C.
sativus is possibly a triploid form of Crocus cartwrightianus, which is itself native to Greece and Crete.
Saffron crocus slowly propagated throughout much of Eurasia and was later brought to parts of North Africa, North America, and Oceania.
Saffron's taste and iodoform- or hay-like fragrance result from the chemicals picrocrocin and safranal.
Iran now accounts for approximately 90% of the world production of saffron."
salviae chinensis herba,Anshen Buxin Wan,"Anshen Buxin Wan (simplified Chinese: 安神补心丸; traditional Chinese: 安神補心丸) is a dark brown or sugar-coated pill used in Traditional Chinese medicine to ""calm the spirit and tonify the heart"". It acts as a sedative and has adaptogenic properties. It is used to nourish the heart and calm the nerves caused by ""yin and blood deficiencies""."
sandalwood,sandalwood,"Sandalwood is a class of woods from trees in the genus Santalum. The woods are heavy, yellow, and fine-grained, and, unlike many other aromatic woods, they retain their fragrance for decades. Sandalwood oil is extracted from the woods for use. Sandalwood is the second-most expensive wood in the world, after African blackwood. Both the wood and the oil produce a distinctive fragrance that has been highly valued for centuries. Consequently, species of these slow-growing trees have suffered overharvesting in past centuries."
saposhnikovia root,saposhnikovia root,"Saposhnikovia divaricata, known as fángfēng 防風 (lit. ""protect against the wind"") in Chinese, bangpung in Korean, and siler in English, is the sole species in the genus Saposhnikovia (family Apiaceae). The plant is still frequently referenced under the obsolete genus name Ledebouriella in many online sources devoted to traditional Chinese medicine."
sargassum,sargassum,"Sargassum is a genus of brown (class Phaeophyceae) macroalgae (seaweed) in the order Fucales. Numerous species are distributed throughout the temperate and tropical oceans of the world, where they generally inhabit shallow water and coral reefs, and the genus is widely known for its planktonic (free-floating) species. Most species within the class Phaeophyceae are predominantly cold-water organisms that benefit from nutrients upwelling, but the genus Sargassum appears to be an exception. Any number of the normally benthic species may take on a planktonic, often pelagic existence after being removed from reefs during rough weather; however, two species (S. natans and S. fluitans) have become holopelagic—reproducing vegetatively and never attaching to the seafloor during their lifecycles. The Atlantic Ocean's Sargasso Sea was named after the algae, as it hosts a large amount of Sargassum."
scallion,scallion,"Scallions (also known as green onions, spring onions, or salad onions) are vegetables of various Allium onion species.  Scallions have a milder taste than most onions. Their close relatives include garlic, shallot, leek, chive, and Chinese onion.Although the bulbs of many Allium species are used as food, the defining characteristic of scallion species is that they lack a fully developed bulb. Allium species referred to as scallions have hollow, tubular green leaves growing directly from the bulb. These leaves are used as a vegetable; they are eaten either raw or cooked. The leaves are often chopped into other dishes, in the manner of onions or garlic."
schisandra berry,schisandra berry,"Schisandra chinensis (common name: magnolia-vine, Chinese magnolia-vine, schisandra), whose fruit is called magnolia berry or five-flavor-fruit (from Chinese wǔ wèi zi), is a deciduous woody vine native to forests of Northern China and the Russian Far East. It is hardy in USDA Zone 4. The plant likes some shade with moist, well-drained soil. The species itself is dioecious, thus flowers on a female plant will only produce fruit when fertilized with pollen from a male plant. However, a hybrid selection titled 'Eastern Prince' has perfect flowers and is self-fertile. Seedlings of 'Eastern Prince' are sometimes sold under the same name, but are typically single-sex plants. The fruits are red berries borne in dense hanging clusters around 10 cm long."
schisandrae chinensis fructus,Schisandra chinensis,"Schisandra chinensis (common name: magnolia-vine, Chinese magnolia-vine, schisandra), whose fruit is called magnolia berry or five-flavor-fruit (from Chinese wǔ wèi zi), is a deciduous woody vine native to forests of Northern China and the Russian Far East. It is hardy in USDA Zone 4. The plant likes some shade with moist, well-drained soil. The species itself is dioecious, thus flowers on a female plant will only produce fruit when fertilized with pollen from a male plant. However, a hybrid selection titled 'Eastern Prince' has perfect flowers and is self-fertile. Seedlings of 'Eastern Prince' are sometimes sold under the same name, but are typically single-sex plants. The fruits are red berries borne in dense hanging clusters around 10 cm long."
schizonepetae spica,List of kampo herbs,"In 1967, the Japanese Ministry of Health, Labour and Welfare approved four kampo medicines for reimbursement under the National Health Insurance (NHI) program.
In 1976, 82 kampo medicines were approved by the Ministry of Health, Labour and Welfare.
Currently, 148 kampo medicines are approved for reimbursement.
The 14th edition of the Japanese Pharmacopoeia (JP) (日本薬局方 Nihon yakkyokuhō) lists 165 herbal ingredients that are approved to be used in kampo remedies.
Tsumura (ツムラ) is the leading maker;[3] they make 128 of the 148 kampo]] medicines.
The ""count"" column shows in how many of these 128 formulae the herb is found.
The most common herb  is Glycyrrhizae Radix (Chinese liquorice root).
Other common herbs are Zingiberis Rhizoma (ginger) (51 of 128 formulae) and Paeoniae Radix (Chinese peony root) (44 of 128 formulae).
""庶"" is usually substituted in Chinese and Japanese.
""梨"" is usually substituted in Chinese.
""梨"" or ""藜"" is usually substituted in Japanese."
sea buckthorn fruit,sea buckthorn fruit,"Hippophae is a genus of sea buckthorns, deciduous shrubs in the family Elaeagnaceae. The name sea buckthorn may be hyphenated to avoid confusion with the buckthorns (Rhamnus, family Rhamnaceae). It is also referred to as sandthorn, sallowthorn, or seaberry. It produces orange-yellow berries, which have been used over centuries as food, traditional medicine, and skin treatment in China, Russia, and northern Europe, which are its origin regions.It is an exceptionally hardy plant able to withstand winter temperatures as low as −43 °C (−45 °F). Because Hippophae develops an aggressive and extensive root system, it is planted to inhibit soil erosion and is used in land reclamation for its nitrogen fixing properties, wildlife habitat, and soil enrichment. Hippophae berries and leaves are manufactured into various human and animal food and skincare products."
sedum aizoon l.,sedum aizoon l.,"Sedum is a large genus of flowering plants in the family Crassulaceae, members of which are commonly known as stonecrops. The genus has been described as containing up to 600 species, subsequently reduced to 400–500. They are leaf succulents found primarily in the Northern Hemisphere, but extending into the southern hemisphere in Africa and South America. The plants vary from annual and creeping herbs to shrubs. The plants have water-storing leaves. The flowers usually have five petals, seldom four or six. There are typically twice as many stamens as petals. Various species formerly classified as Sedum are now in the segregate genera Hylotelephium and Rhodiola.
Well-known European species of Sedum are Sedum acre, Sedum album, Sedum dasyphyllum, Sedum reflexum (also known as Sedum rupestre) and Sedum hispanicum."
seed of chinese arborvitae,seed of chinese arborvitae,"Platycladus is a distinct genus of evergreen coniferous tree in the cypress family Cupressaceae, containing only one species, Platycladus orientalis, also known as Chinese thuja, Oriental arborvitae, Chinese arborvitae, biota or oriental thuja. It is native to northeastern parts of eastern Asia and north Asia, but is also now naturalised as an introduced species elsewhere in Asia."
senna,senna,"Ayrton Senna da Silva (Brazilian Portuguese: [aˈiʁtõ ˈsẽnɐ dɐ ˈsiwvɐ] (listen); 21 March 1960 – 1 May 1994) was a Brazilian racing driver who won the Formula One World Drivers' Championship in 1988, 1990 and 1991, and who is widely regarded as one of the greatest Formula One drivers of all time.
He died in an accident while leading the 1994 San Marino Grand Prix.Senna began his motorsport career in karting, moved up to open-wheel racing in 1981, and won the 1983 British Formula Three Championship.
He made his Formula One debut with Toleman-Hart in 1984, before moving to Lotus-Renault the following year and winning six Grands Prix over the next three seasons.
Between them, they won all but one of the 16 Grands Prix that year, and Senna claimed his first World Championship.
He holds a record six victories at the Monaco Grand Prix, and is the fifth-most successful driver of all time in terms of race wins."
shark cartilage,shark cartilage,"Shark cartilage is marketed under a variety of brand names, including Carticin, Cartilade, or BeneFin, and is marketed explicitly or implicitly as a treatment or preventive for various illnesses, including cancer.
There is no scientific evidence that shark cartilage is useful in treating or preventing cancer or other diseases.
However, shark cartilage supplements are still marketed using the misconception that sharks do not get cancer, a myth that was as popularized by the 1992 book Sharks Don't Get Cancer.
Scientists have since discovered 40 benign and cancerous tumors in 18 of the 1,168 species of sharks.
Numerous cancers in sharks, including tumors in shark cartilage, were documented by Gary Ostrander and his colleagues from the University of Hawaii in research published in 2004.The ongoing consumption of shark cartilage supplements has been linked to a significant decline in shark populations and the popularity of these supplements has been described as a triumph of pseudoscience and marketing over scientific evaluation."
sharp-leaf galangal fruit,sharp-leaf galangal fruit,"The bay leaf is an aromatic leaf commonly used in cooking. It can be used whole, or as dried and ground.

"
shiny-leaf prickly-ash,shiny-leaf prickly-ash,"Zanthoxylum nitidum is a species of flowering plant in the citrus family. Common names include shiny-leaf prickly-ash. In Assamese it is known as tez-mui and tejamool. It is also called liang mian zhen.

"
shiral leaf,Warsan Shire,"Warsan Shire  (born 1 August 1988) is a British writer, poet, editor and teacher, who was born to Somali parents in Kenya. In 2013 she was awarded the inaugural Brunel University African Poetry Prize, chosen from a shortlist of six candidates out of a total 655 entries. Her words ""No one leaves home unless/home is the mouth of a shark"", from the poem ""Conversations about Home (at a deportation center)"", have been called ""a rallying call for refugees and their advocates""."
shrub chastetree fruit,shrub chastetree fruit,"Vitex agnus-castus, also called vitex,  chaste tree (or chastetree), chasteberry, Abraham's balm, lilac chastetree, or monk's pepper, is a native of the Mediterranean region. It is one of the few temperate-zone species of Vitex, which is on the whole a genus of tropical and sub-tropical flowering plants. Theophrastus mentioned the shrub several times, as agnos (άγνος) in Enquiry into Plants. It has been long believed to be an anaphrodisiac – leading to its name as chaste tree – but its effectiveness for such action remains unproven.Vitex is a cross-pollinating plant, but its self-pollination has been recorded."
siberian ginseng,siberian ginseng,"Eleutherococcus senticosus is a species of small, woody shrub in the family Araliaceae native to Northeastern Asia. It may be colloquially called devil's bush, Siberian ginseng, eleuthero, ciwujia, Devil's shrub, shigoka, touch-me-not, wild pepper, or kan jang. E. senticosus has a history of use in folklore and traditional Chinese medicine. Root extracts of E. senticosus are sold as a dietary supplement or cosmetic, usually under the name Siberian ginseng.

"
sichuan pepper,sichuan pepper,"It has a unique aroma and flavor that is neither hot like chili peppers nor pungent like black pepper.
It is commonly used in Sichuanese dishes such as mapo doufu and Chongqing hot pot, and is often added together with chili peppers to create a flavor known in Mandarin as málà (麻辣; ""numb-spiciness"").
Despite its name, Sichuan pepper is not closely related to either black pepper or the chili pepper.
It comes from the seeds of at least two species of small trees in the global genus Zanthoxylum, colloquially known as ""prickly ash"", in the family Rutaceae, which includes citrus and rue.
The husk or hull (pericarp) around the seeds may be used whole, especially in Sichuan cuisine, and the finely ground powder is one of the ingredients for five-spice powder.
Related species are used in the cuisines of Tibet, Bhutan, Nepal, Thailand, the Konkani and Kumaoni people of Northeast India, and the Toba Batak of Indonesia."
siegesbeckiae herba,Shouwu Wan,"Shouwu Wan  (simplified Chinese: 首乌丸; traditional Chinese: 首烏丸) is a black pill used in Traditional Chinese medicine to ""replenish the liver and the kidney, strengthen the tendons and bones, and blacken the hair"". It tastes sweet and slightly bitter. It is used where there is ""deficiency syndrome of the liver and the kidney marked by dizziness, blurring of vision, tinnitus, aching of the loins, numbness of the limbs and premature greying of hair and beard, and hyperlipemia"".  The binding agent is honey."
silvery wormwood leaf,Artemisia argyi,"Artemisia argyi, commonly known as silvery wormwood or Chinese mugwort, is a herbaceous perennial plant with a creeping rhizome. It is native to China, Korea, Mongolia, Japan, and the Russian Far East (Amur Oblast, Primorye). It is known in Chinese as àicǎo (艾草) or ài yè (艾叶)  or ài hao (艾蒿) and in Japanese as gaiyou. It is used in herbal medicine for conditions of the liver, spleen and kidney. It is a common flavoring and colorant in the Chinese dish qīng tuán (青团)."
sinkiang fritillary bulb,Gansu,"Gansu (甘肃; alternately romanized as Kansu) is a landlocked province in Northwest China.
The seventh-largest administrative district by area at 453,700 square kilometres (175,200 sq mi), Gansu lies between the Tibetan and Loess plateaus and borders Mongolia (Govi-Altai Province), Inner Mongolia and Ningxia to the north, Xinjiang and Qinghai to the west, Sichuan to the south and Shaanxi to the east.
The Qilian mountains are located in the south of the Province.
Gansu has a population of 26 million, ranking 22nd in China.
Gansu is among the poorest administrative divisions in China, ranking 31st in GDP per capita.
The State of Qin originated in what is now southeastern Gansu and went on to form the first known Empire in what is now China.
The city of Jiayuguan, the second most populated city in Gansu, is known for its section of the Great Wall and the Jiayuguan Pass fortress complex."
slippery elm,slippery elm,"Ulmus rubra, the slippery elm, is a species of elm native to eastern North America, ranging from southeast North Dakota, east to Maine and southern Quebec, south to northernmost Florida, and west to eastern Texas, where it thrives in moist uplands, although it will also grow in dry, intermediate soils.
Other common names include red elm, gray elm, soft elm, moose elm, and Indian elm.
The tree was first named as part of Ulmus americana in 1753, but identified as a separate species, Ulmus rubra, in 1793 by Pennsylvania botanist Gotthilf Muhlenberg.
The slightly later name U.
fulva, published by French botanist André Michaux in 1803, is still widely used in dietary-supplement and alternative-medicine information.
The species superficially resembles American elm (U.
americana), but is more closely related to the European wych elm (U.
glabra), which has a very similar flower structure, though lacks the pubescence over the seed.
U. rubra was introduced to Europe in 1830."
small centipeda herb,Artemisia (genus),"Artemisia  is a large, diverse genus of plants with between 200 and 400 species belonging to the daisy family Asteraceae.
Common names for various species in the genus include mugwort, wormwood, and sagebrush.
Artemisia comprises hardy herbaceous plants and shrubs, which are known for the powerful chemical constituents in their essential oils.
Artemisia species grow in temperate climates of both hemispheres, usually in dry or semiarid habitats.
Notable species include A.
vulgaris (common mugwort), A.
tridentata (big sagebrush), A.
absinthium (wormwood), A.
The leaves of many species are covered with white hairs.
Most species have strong aromas and bitter tastes from terpenoids and sesquiterpene lactones, which discourage herbivory, and may have had a selective advantage.
Artemisia species are used as food plants by the larvae of a number of Lepidoptera species.
Occasionally, some of the species are called sages, causing confusion with the Salvia sages in the family Lamiaceae."
smilax chi,smilax chi,"Smilax china is a climbing plant species in the genus Smilax. It is native to China, Korea, Taiwan, Japan (including Ryukyu and Bonin Islands), Philippines, Vietnam, Thailand, Myanmar, and Assam. Common names for the plant include China root."
smilax glabra root,smilax glabra root,"Root beer is a sweet North American beverage traditionally made using the root bark of the sassafras tree Sassafras albidum or the vine of Smilax ornata (sarsaparilla) as the primary flavor. Root beer may be alcoholic or non-alcoholic, most often non-alcoholic. It is naturally free of caffeine but can have caffeine added, and be carbonated or non-carbonated. It usually has a thick and foamy head when poured. Modern, commercially produced root beer is generally sweet, foamy, carbonated, non-alcoholic, and flavored using artificial sassafras flavoring. Sassafras root is still used to flavor traditional root beer, but since sassafras was banned by the U.S. Food and Drug Administration due to the carcinogenicity of its constituent safrole, most commercial recipes do not contain sassafras. Some commercial root beers do use a safrole-free sassafras extract. Major producers include A&W Root Beer, Barq's, Dad's Root Beer, Hires Root Beer, and Mug Root Beer."
snake gourd,snake gourd,"Trichosanthes cucumerina is a tropical or subtropical vine, its variety T.
anguina raised for its strikingly long fruit, in Asia eaten immature as a vegetable much like the summer squash, and in Africa, the reddish pulp of its mature fruit is used as an economical substitute of tomato.
Common names of the cultivated variety include snake gourd, serpent gourd, chichinda, and padwal (not to be confused with Trichosanthes dioica, the parwal, another gourd edible when immature).
Trichosanthes cucumerina is found in the wild across much of South and Southeast Asia, including India, Bangladesh, Nepal, Pakistan, Sri Lanka, Indonesia, Malaysia, Myanmar (Burma), and southern China (Guangxi and Yunnan).
anguina, but it is now generally regarded as conspecific with the wild populations, as they freely interbreed:
anguina (L.) Haines – cultivated variant
Trichosanthes cucumerina var.
Trichosanthes cucumerina var.
cucumerina – wild variant"
snow ear mushroom,snow ear mushroom,"Tremella fuciformis is a species of fungus; it produces white, frond-like, gelatinous basidiocarps (fruiting bodies). It is widespread, especially in the tropics, where it can be found on the dead branches of broadleaf trees. This fungus is commercially cultivated and is one of the most popular fungi in the cuisine and medicine of China. Tremella fuciformis is commonly known as snow fungus, snow ear, silver ear fungus, and white jelly mushroom.Tremella fuciformis is a parasitic yeast, and grows as a slimy, mucous-like film until it encounters its preferred hosts, various species of Annulohypoxylon (or possibly Hypoxylon) fungi, whereupon it then invades, triggering the aggressive mycelial growth required to form the fruiting bodies."
snow lotus,snow lotus,"Saussurea is a genus of about 300 species of flowering plants in the thistle tribe within the daisy family, native to cool temperate and arctic regions of Asia, Europe, and North America, with the highest diversity in alpine habitats in the Himalaya and central Asia.
Common names include saw-wort and snow lotus, the latter used for a number of high altitude species in central Asia.
They are perennial herbaceous plants, ranging in height from dwarf alpine species 5–10 cm tall, to tall thistle-like plants up to 3 m tall.
The leaves are produced in a dense basal rosette, and then spirally up the flowering stem.
The wool is densest in the high altitude species, and aid in thermoregulation of the flowers, minimising frost damage at night, and also preventing ultraviolet light damage from the intense high altitude sunlight.
De Candolle named the genus after Horace-Bénédict de Saussure (1740-1799) and Nicolas-Théodore de Saussure (1767–1845)."
solanum nigrum linn.,solanum nigrum linn.,"Solanum nigrum (European black nightshade or simply black nightshade or blackberry nightshade) is a species in the genus Solanum, native to Eurasia and introduced in the Americas, Australasia, and South Africa.
Parts of this plant can be toxic to livestock and humans.
Nonetheless, ripe berries and cooked leaves of edible strains are used as food in some locales, and plant parts are used as a traditional medicine.
A tendency exists in literature to incorrectly refer to many of the other ""black nightshade"" species as ""Solanum nigrum"".Solanum nigrum has been recorded from deposits of the Paleolithic and Mesolithic era of ancient Britain and it is suggested by the botanist and ecologist Edward Salisbury that it was part of the native flora there before Neolithic agriculture emerged.
The species was mentioned by Pliny the Elder in the first century AD and by the great herbalists, including Dioscorides.
In 1753, Carl Linnaeus described six varieties of Solanum nigrum in Species Plantarum."
sophora root,sophora root,"Sophora is a genus of about 45 species of small trees and shrubs in the pea family Fabaceae. The species are native to southeast Europe, southern Asia, Australasia, various Pacific islands, western South America, the western United States, Florida and Puerto Rico. The generic name is derived from sophera, an Arabic name for a pea-flowered tree.The genus formerly had a broader interpretation including many other species now treated in other genera, notably Styphnolobium (pagoda tree genus), which differs in lacking nitrogen fixing bacteria (rhizobia) on the roots, and Dermatophyllum (the mescalbeans). Styphnolobium has galactomannans as seed polysaccharide reserve, in contrast Sophora contains arabinogalactans, and Dermatophyllum amylose.
The New Zealand Sophora species are known as kowhai or kōwhai."
spearmint,spearmint,"Spearmint, also known as garden mint, common mint, lamb mint and mackerel mint, is a species of mint, Mentha spicata, native to Europe and southern temperate Asia, extending from Ireland in the west to southern China in the east. It is naturalized in many other temperate parts of the world, including northern and southern Africa, North America and South America. It is used as a flavouring in food and herbal teas. The aromatic oil, called oil of spearmint, is also used as a flavouring and sometimes as a scent.
The species and its subspecies have many synonyms, including Mentha crispa, Mentha crispata and Mentha viridis."
spine of chinese honeylocust,spine of chinese honeylocust,Gleditsia sinensis or Chinese honey locust is a species of flowering plant native to Asia.
sponge gourd,sponge gourd,"Luffa cylindrica, the sponge gourd, Egyptian cucumber, or Vietnamese luffa,  is a species of Luffa cultivated for its fruit. The plant is an annual vine, native to South Asia and Southeast Asia."
spore of japanese climbing fern,spore of japanese climbing fern,"A fern (Polypodiopsida or  Polypodiophyta) is a member of a group of vascular plants (plants with xylem and phloem) that reproduce via spores and have neither seeds nor flowers.
The group includes about 10,560 known extant species.
Ferns are defined here in the broad sense, being all of the Polypodiopsida, comprising both the leptosporangiate (Polypodiidae) and eusporangiate ferns, the latter itself comprising ferns other than those denominated true ferns, including horsetails or scouring rushes, whisk ferns, marattioid ferns, and ophioglossoid ferns.
Ferns first appear in the fossil record about 360 million years ago in the middle Devonian period, but many of the current families and species did not appear until roughly 145 million years ago in the early Cretaceous, after flowering plants came to dominate many environments.
Some fern species, such as bracken (Pteridium aquilinum) and water fern (Azolla filiculoides) are significant weeds world wide."
star anise,star anise,"Illicium verum is a medium-sized evergreen tree native to northeast Vietnam and southwest China. A spice commonly called star anise, staranise, star anise seed, Chinese star anise, or badian that closely resembles anise in flavor is obtained from the star-shaped pericarps of the fruit of I. verum which are harvested just before ripening. Star anise oil is a highly fragrant oil used in cooking, perfumery, soaps, toothpastes, mouthwashes, and skin creams. About 90% of the world's star anise crop is used for extraction of shikimic acid, a chemical intermediate used in the synthesis of oseltamivir (Tamiflu)."
