,name_used,summary
Rhizoma Sparganii,Rhizoma Sparganii,"Fuke Tongjing Wan (simplified Chinese: 妇科通经丸; traditional Chinese: 婦科通經丸) is a vermillion waxed pill with yellowish-brown core used in Traditional Chinese medicine to ""remove blood stasis and emmenagogue, to alleviate mental depression, and to relieve pain"". It tastes slightly salty. It is used where there is ""dysmenorrhea, amenorrhea, distension in the chest and diaphragm, distension and pain at loins and abdomen due to the stagnation of qi and blood"". It is typically taken with millet soup or yellow rice wine in the morning before breakfast, and is contraindicated in pregnancy and in patients with amenorrheal abdominalgia or loose stool due to deficiency in qi and blood.Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
Rhizoma Zingiberis,Rhizoma Zingiberis,"In 1967, the Japanese Ministry of Health, Labour and Welfare approved four kampo medicines for reimbursement under the National Health Insurance (NHI) program.
In 1976, 82 kampo medicines were approved by the Ministry of Health, Labour and Welfare.
Currently, 148 kampo medicines are approved for reimbursement.
The 14th edition of the Japanese Pharmacopoeia (JP) (日本薬局方 Nihon yakkyokuhō) lists 165 herbal ingredients that are approved to be used in kampo remedies.
The most common herb  is Glycyrrhizae Radix (Chinese liquorice root).
Other common herbs are Zingiberis Rhizoma (ginger) (51 of 128 formulae) and Paeoniae Radix (Chinese peony root) (44 of 128 formulae).
""庶"" is usually substituted in Chinese and Japanese.
""梨"" or ""藜"" is usually substituted in Japanese.
The ""勿"" in ""藜"" should be replaced with ""刂"".The World of KampoTsumura Herb Handbook (in Japanese)
(ISBN 0-939616-42-4) Eastland Press Herb List Arranged by Pinyin
""Learner's Disney Character Dictionary of Chinese Medicine""Kampo list
Chinese classic herbal formula"
Rubi Fructus,Wuzi Yanzong Wan,"Wuzi Yanzong Wan  (Chinese: 五子衍宗丸) is a deep brown pill used in traditional Chinese medicine to ""replenish the kidney with vital essence"". It tastes sweet, sour and slightly bitter. It is used where there is ""deficiency syndrome of the kidney marked by backache, dribbling of urine after micturition, seminal emission, premature ejaculation, impotence and sterility"".   The binding agent of the pill is honey.Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
Salviae Chinensis Herba,Anshen Buxin Wan,"Anshen Buxin Wan (simplified Chinese: 安神补心丸; traditional Chinese: 安神補心丸) is a dark brown or sugar-coated pill used in Traditional Chinese medicine to ""calm the spirit and tonify the heart"". It acts as a sedative and has adaptogenic properties. It is used to nourish the heart and calm the nerves caused by ""yin and blood deficiencies"".The Decoctum Tranquilizici Concentratum is a decoction of Cortex Albiziae (合欢皮), Semen Cuscutae (大豆菟丝子), Herba Ecliptae (旱莲草), Fructus Ligustri Lucidi (女贞子), Caulis Polygoni Multiflori (首乌藤), Radix Rehmanniae (生地黄) and Concha Margaritifera Usta (珍珠母).Chinese classic herbal formula
Bu Zhong Yi Qi Wan
Chaihu Shugan Wan"
Sargassum,Sargassum,"Numerous species are distributed throughout the temperate and tropical oceans of the world, where they generally inhabit shallow water and coral reefs, and the genus is widely known for its planktonic (free-floating) species.
The Atlantic Ocean's Sargasso Sea was named after the algae, as it hosts a large amount of Sargassum.Sargassum muticum is a large brown seaweed of the class Phaeophyceae.
Sea turtlesSargassum is commonly found in the beach drift near Sargassum beds, where they are also known as gulfweed, a term that also can mean all seaweed species washed up on shore.
Many have a rough, sticky texture that, along with a robust but flexible body, helps it withstand strong water currents.In summer 2015, large quantities of different species of Sargassum accumulated along the shores of many of the countries on the Caribbean Sea. Some of the affected islands and regions include the Caribbean coast of Mexico, the Dominican Republic, Barbados, and Trinidad and Tobago."
Schisandrae Chinensis Fructus,Schisandra chinensis,"Schisandra chinensis (common name: magnolia-vine, Chinese magnolia-vine, schisandra), whose fruit is called magnolia berry or five-flavor-fruit (from Chinese wǔ wèi zi), is a deciduous woody vine native to forests of Northern China and the Russian Far East.
The species itself is dioecious, thus flowers on a female plant will only produce fruit when fertilized with pollen from a male plant.
Sometimes, it is more specifically called běi wǔ wèi zi (literally ""northern five-flavor berry"") to distinguish it from another traditionally medicinal schisandraceous plant Kadsura japonica that grows only in subtropical areas.
Another species of schisandra berry, Schisandra sphenanthera, has a similar but different biochemical profile;  the Chinese Pharmacopeia distinguishes between S.
sphenanthera (nan wǔ wèi zi).Schisandra is native to northern and northeastern China (Manchuria).
In order to successfully grow fruit male and female plants must be grown together."
Schizonepetae Spica,List of kampo herbs,"In 1967, the Japanese Ministry of Health, Labour and Welfare approved four kampo medicines for reimbursement under the National Health Insurance (NHI) program.
In 1976, 82 kampo medicines were approved by the Ministry of Health, Labour and Welfare.
Currently, 148 kampo medicines are approved for reimbursement.
The 14th edition of the Japanese Pharmacopoeia (JP) (日本薬局方 Nihon yakkyokuhō) lists 165 herbal ingredients that are approved to be used in kampo remedies.
The most common herb  is Glycyrrhizae Radix (Chinese liquorice root).
Other common herbs are Zingiberis Rhizoma (ginger) (51 of 128 formulae) and Paeoniae Radix (Chinese peony root) (44 of 128 formulae).
""庶"" is usually substituted in Chinese and Japanese.
""梨"" or ""藜"" is usually substituted in Japanese.
The ""勿"" in ""藜"" should be replaced with ""刂"".The World of KampoTsumura Herb Handbook (in Japanese)
(ISBN 0-939616-42-4) Eastland Press Herb List Arranged by Pinyin
""Learner's Disney Character Dictionary of Chinese Medicine""Kampo list
Chinese classic herbal formula"
Sedum Aizoon L.,Sedum Aizoon L.,"Sedum is a large genus of flowering plants in the family Crassulaceae, members of which are commonly known as stonecrops.
Various attempts have been made to subdivide this large genus, in addition to segregating separate genera, including creation of informal groups, sections, series and subgenera.
Sedum includes 54 species native to Europe, which Berger classified into 27 series.
Although the genus has been greatly reduced, from about 600 to 420–470 species, by forming up to 32 segregate genera, it still constitutes a third of the family and is polyphyletic.Sedum species are found in four of six major crown clades wthin subfamily Sempervivoideae of Crassulaceae and are allocated to tribes, as follows:
However the number of species found outside of the first two clades (Tribe Sedeae) are only a small fraction of the whole genus."
Semen Aesculi,Aesculus hippocastanum,"However, it can be found in many parts of Europe as far north as Gästrikland in Sweden, as well as in many parks and cities in the United States and Canada.Quercetin 3,4'-diglucoside, a flavonol glycoside can also be found in horse chestnut seeds.
Usually only 1–5 fruits develop on each panicle; the shell is a green, spiky capsule containing one (rarely two or three) nut-like seeds called conkers or horse-chestnuts.
Another is the risk of acute renal failure, ""when patients, who had undergone cardiac surgery were given high doses of horse chestnut extract i.v. for postoperative oedema.
No signs of development of renal impairment in the patients with normal renal function or of worsening of renal function in the patients with renal impairment were recorded."" It is concluded that aescin has excellent tolerability in a clinical setting.Raw Horse Chestnut seed, leaf, bark and flower are toxic due to the presence of esculin and should not be ingested."
Semen Cassiae;Semen Sene,Semen Cassiae,"Semen cassiae is the apothecary's name for the seeds of two species of plant used in Traditional Chinese Medicine and may refer to:

Senna obtusifolia
Senna tora"
Semen Citri Reticulatae,Baohe Wan,"Baohe Wan (Chinese: 保和丸) is a greyish-brown, slightly sour and astringent pill used in Traditional Chinese medicine to ""stimulate digestion, remove retained food and regulate the stomach function"". It is used in cases where there is ""retention of undigested food with epigastric and abdominal distension, foul belching, acid regurgitation and loss of appetite"".Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
Semen Cucumis,Sushruta Samhita,"The mutual influence between the medical traditions between the various Indian religions, the history of the layers of the Suśruta-saṃhitā remains unclear, a large and difficult research problem.Suśruta is reverentially held in Hindu tradition to be a descendant of Dhanvantari, the mythical god of medicine, or as one who received the knowledge from a discourse from Dhanvantari in Varanasi.One of the oldest palm-leaf manuscripts of Sushruta Samhita has been discovered in Nepal.
These manuscripts exist in the libraries in India and abroad today, perhaps a hundred or more versions of the text exist, and a critical edition of the Suśruta-saṃhitā is yet to be prepared.The Sushruta Samhita states, per Hoernle translation, that ""the professors of Ayurveda speak of three hundred and sixty bones, but books on Salya-Shastra (surgical science) know of only three hundred"".
It is generally accepted by scholars that there were several ancient authors called ""Suśruta"" who contributed to this text.Sushruta Samhita Volume 1, in English"
Semen Euryales,Wuji Baifeng Wan,"Wuji Baifeng Wan  (simplified Chinese: 乌鸡白凤丸; traditional Chinese: 烏雞白鳳丸) is a blackish-brown pill used in Traditional Chinese medicine to ""replenish qi and blood , regulate menstruation and arrest excessive leukorrhea"". It is slightly aromatic and tastes sweet and slightly bitter. It is used where there is ""deficiency of both qi and blood marked by emaciation and general feebleness, aching and limpness of loins and knees, disorders of menstruation with abnormal uterine bleeding and excessive leukorrhea"". The binding agent of the pill is honey.  Wuji Baifeng Wan translates to: Black  Chicken White Phoenix Pill.Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
Semen Ginkgo,Sperm,"Irradiation of male mice during late spermatogenesis can induce damage that persists for at least 7 days in the fertilizing sperm cells, and disruption of maternal DNA double-strand break repair pathways increases sperm cell-derived chromosomal aberrations.
The sperm nuclei reach the eggs through fertilization tubes, similar to the pollen tube mechanism in plants.The main sperm function is to reach the ovum and fuse with it to deliver two sub-cellular structures: (i) the male pronucleus that contains the genetic material and (ii) the centrioles that are structures that help organize the microtubule cytoskeleton.Non-motile sperm cells called spermatia lack flagella and therefore cannot swim.
He described them as being animalcules (little animals), probably due to his belief in preformationism, which thought that each sperm contained a fully formed but small human.Motile sperm cells typically move via flagella and require a water medium in order to swim toward the egg for fertilization."
Semen Glycine Max,Yinqiao Jiedu Wan,"Yinqiao Jiedu Wan (simplified Chinese: 银翘解毒丸; traditional Chinese: 銀翹解毒丸, Pinyin: yín qiáo jiě dú wán) is a brown pill used in Traditional Chinese medicine to ""induce diaphoresis, remove heat and counteract toxicity"". It is aromatic, and it tastes bitter, pungent and slightly sweet. It is used where there is ""upper respiratory infection with fever, headache, cough, dryness of the mouth and sore throat"".Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
Semen Impatientis,Impatiens balsamina,"Impatiens balsamina, commonly known as balsam, garden balsam, rose balsam, touch-me-not or spotted snapweed, is a species of plant native to India and Myanmar.It is an annual plant growing to 20–75 cm tall, with a thick, but soft stem.
Baccharane glycosides have been found in Chinese herbal remedies made from the seeds.Different parts of the plant are used as traditional remedies for disease and skin afflictions.
Juice from the leaves is used to treat warts and snakebite, and the flower is applied to burns.
Chinese people used the plant to treat those bitten by snakes or who ingested poisonous fish.
Juice from the stalk, pulverised dried stalks, and pastes from the flowers were also used to treat a variety of ailments.
One in vitro study found extracts of this impatiens species, especially of the seed pod, to be active against antibiotic-resistant strains of Helicobacter pylori."
Semen Lini,Quid pro quo,"""Quid pro quo"" harassment takes place when a supervisor requires sex, sexual favors, or sexual contact from an employee/job candidate as a condition of their employment.
Co-workers and non-decision making supervisors cannot engage in ""Quid pro quo"" harassment with other employees, but an employer could potentially be liable for the behavior of these employees under a hostile work environment claim.
The Court also held that unfulfilled threats by a supervisor of an adverse employment decision are not sufficient to establish a ""Quid pro quo,"" but were relevant for the purposes of a Hostile work environment claim.
Additionally, The Supreme Court has held that Constructive dismissal can count as a tangible employment action (thus allowing a quid pro quo sexual harassment claim) if the actions taken by a supervisor created a situation where a ""reasonable person ..."
Semen Persicae,Guizhi Fuling Wan,"Guizhi Fuling Wan (Chinese: 桂枝茯苓丸) is a brown pill used in Traditional Chinese medicine to ""activate blood circulation, to remove blood stasis and mass in the abdomen"". It is sweet in taste. It is used where there are symptoms such as ""masses in the abdomen of women, amenorrhea due to blood stasis, menses with bellyache, or persistent lochia after delivery"". Honey is used as the binding agent, and each pill weighs about 6 grams.Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
Semen Plantaginis,Wuzi Yanzong Wan,"Wuzi Yanzong Wan  (Chinese: 五子衍宗丸) is a deep brown pill used in traditional Chinese medicine to ""replenish the kidney with vital essence"". It tastes sweet, sour and slightly bitter. It is used where there is ""deficiency syndrome of the kidney marked by backache, dribbling of urine after micturition, seminal emission, premature ejaculation, impotence and sterility"".   The binding agent of the pill is honey.Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
Semen Pruni,List of butterflies of Europe (Lycaenidae),"Blue argus, Aricia anteros (Freyer, 1838)
False chalkhill blue, Lysandra corydonius (Herrich-Schäffer, 1852)
Provence chalk-hill blue, Lysandra hispana (Herrich-Schäffer, 1852)
Large blue, Phengaris arion (Linnaeus, 1758)
Silver-studded blue, Plebejus argus (Linnaeus, 1758)
Anomalous blue, Polyommatus admetus (Esper, 1783)
Grecian anomalous blue, Polyommatus aroaniensis (Brown, 1976)
Damon blue, Polyommatus damon (Denis & Schiffermüller, 1775)
Meleager's blue, Polyommatus daphnis (Denis & Schiffermüller, 1775)
Furry blue, Polyommatus dolus (Hübner, 1823)
Turquoise blue, Polyommatus dorylas (Denis & Schiffermüller, 1775)
Oberthür’s anomalous blue, Polyommatus fabressei (Oberthür, 1910) 
Gallo's anomalous blue, Polyommatus galloi Balletto & Toso, 1979
Common blue, Polyommatus icarus (Rottemburg, 1775)
Chelmos blue, Polyommatus iphigenia (Herrich-Schäffer, 1847) 
Anatolian white-blue, Polyommatus menalcas (Freyer, 1837) 
Higgins’s anomalous blue, Polyommatus nephohiptamenos (Brown & Coutsis, 1978) 
Kolev's anomalous blue, Polyommatus orphicus Kolev, 2005 
Ripart's anomalous blue, Polyommatus ripartii (Freyer, 1830)
Bavius blue, Pseudophilotes bavius (Eversmann, 1832)
Blue spot hairstreak, Satyrium spini (Denis & Schiffermuller, 1775)"
Semen Raphani,Baohe Wan,"Baohe Wan (Chinese: 保和丸) is a greyish-brown, slightly sour and astringent pill used in Traditional Chinese medicine to ""stimulate digestion, remove retained food and regulate the stomach function"". It is used in cases where there is ""retention of undigested food with epigastric and abdominal distension, foul belching, acid regurgitation and loss of appetite"".Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
Semen Sesami Nigrum,Shouwu Wan,"Shouwu Wan  (simplified Chinese: 首乌丸; traditional Chinese: 首烏丸) is a black pill used in Traditional Chinese medicine to ""replenish the liver and the kidney, strengthen the tendons and bones, and blacken the hair"". It tastes sweet and slightly bitter. It is used where there is ""deficiency syndrome of the liver and the kidney marked by dizziness, blurring of vision, tinnitus, aching of the loins, numbness of the limbs and premature greying of hair and beard, and hyperlipemia"".  The binding agent is honey.Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
Semen Sipis,List of Greek and Latin roots in English/P–Z,"The following is an alphabetical list of Greek and Latin roots, stems, and prefixes commonly used in the English language from P to Z. See also the lists from A to G and from H to O.
Some of those used in medicine and medical technology are not listed here but instead in the entry for List of medical roots, suffixes and prefixes."
Semen Ziziphi Spinosae,Guipi Wan,"Guipi Wan (simplified Chinese: 归脾丸; traditional Chinese: 歸脾丸) is a brown honeyed pill used in Traditional Chinese medicine to ""invigorate the spleen function, nourish blood and cause sedation"". It has a slight odor, and tastes sweet, and then slightly bitter and pungent. It is used where there is ""deficiency syndrome of both the heart and the spleen marked by shortness of breath, cardiac palpitation, insomnia, dream-disturbed sleep, dizziness, lassitude, anorexia, excessive menstrual discharge or hematochezia"".

Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
Semen armeniacae amarum,Shihu Yeguang Wan,"Shihu Yeguang Wan (Chinese: 石斛夜光丸) is a brownish-black pill used in Traditional Chinese medicine to ""replenish yin of the kidney, quench liver-fire and improve eyesight"". It tastes sweet and slightly bitter. It is used where there is ""deficiency of yin of the liver and the kidney with rousing of fire causing cataract with impaired vision"".Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
Siegesbeckiae Herba,Shouwu Wan,"Shouwu Wan  (simplified Chinese: 首乌丸; traditional Chinese: 首烏丸) is a black pill used in Traditional Chinese medicine to ""replenish the liver and the kidney, strengthen the tendons and bones, and blacken the hair"". It tastes sweet and slightly bitter. It is used where there is ""deficiency syndrome of the liver and the kidney marked by dizziness, blurring of vision, tinnitus, aching of the loins, numbness of the limbs and premature greying of hair and beard, and hyperlipemia"".  The binding agent is honey.Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
Silybum Marianum,Silybum Marianum,"This fairly typical thistle has red to purple flowers and shiny pale green leaves with white veins.
Originally a native of Southern Europe through to Asia, it is now found throughout the world.Traditional milk thistle extract is made from the seeds, which contain approximately 4–6% silymarin.
Milk thistle (Silybum marianum) is a thorny plant presenting decorative leaves with a white pattern of veins and purple flower heads.
The spiny bracts on the flower head were eaten in the past like globe artichoke, and the stems (after peeling) can be soaked overnight to remove bitterness and then stewed.
The achenes are black, with a simple long white pappus, surrounded by a yellow basal ring.Milk thistle has been used for a number of purposes including treatment of liver disease, prevention and treatment of cancer, and supportive treatment of poisoning from death cap mushrooms; however, clinical study results were described as heterogeneous and contradictory.
A 2007 Cochrane Review included eighteen randomized clinical trials which assessed milk thistle in 1088 patients with alcoholic and/or hepatitis B or C virus liver diseases."
Smilax Chi,Smilax Chi,"Smilax china is a climbing plant species in the genus Smilax. It is native to China, Korea, Taiwan, Japan (including Ryukyu and Bonin Islands), Philippines, Vietnam, Thailand, Myanmar, and Assam. Common names for the plant include China root.The stem is woody, sparsely prickly, and 1–5 m (3 ft 3 in–16 ft 5 in) long. Petiole is 0.5–1.5 cm (0.20–0.59 in) long; leaf blade is elliptic to orbicular, 3–10 cm (1.2–3.9 in) long and 1.5–6 cm (0.59–2.36 in) wide, sometimes wider. Berries are red, globose, and 0.6–1.5 cm (0.24–0.59 in) in diameter.Kaempferol 7-O-glucoside, a flavonol glucoside, can be found in S. china.In China, S. china occurs in forests, thickets, hillsides, grassy slopes, and shaded places along valleys or streams. It is found from near sea level to 2,000 m (6,600 ft)."
Solanum Nigrum Linn.,Solanaceae,"The Solanaceae, or nightshades, are a family of flowering plants that ranges from annual and perennial herbs to vines, lianas, epiphytes, shrubs, and trees, and includes a number of agricultural crops, medicinal plants, spices, weeds, and ornamentals.
Some other important members of Solanaceae include a number of ornamental plants such as Petunia, Browallia, and Lycianthes, and sources of psychoactive alkaloids, Datura, Mandragora (mandrake), and Atropa belladonna (deadly nightshade).
The sequencing of the mitochondrial genome was carried out in Argentina and the chloroplast genome was sequenced in the European Union.List of plants poisonous to equinesThe following taxonomic synopsis of the Solanaceae, including subfamilies, tribes and genera, is based on the most recent molecular phylogenetics studies of the family:Despite the previous description, the Solanaceae exhibit a large morphological variability, even in their reproductive characteristics.
Nicotianeae tribe Dum. Nicotiana L., genus widely distributed, with 52 American species, 23 Australian, and one AfricanThe Schizanthoideae include annual and biennial plants with tropane alkaloids, without pericyclic fibres, with characteristic hair and pollen grains."
Spica Prunellae,Hoi Tin Tong,"Hoi Tin Tong (Chinese: 海天堂) is a chain of herbal products stores in Hong Kong.
The founder of Hoi Tin Tong, Mr. Ng Yiu-ming, believes that Chinese herbs can strengthen human bodies and the immune system.[1]Hong Kong Herbal Tea: A Study of Intangible Cultural Heritage from The Hong Kong Anthropologist 
[2]Traditional Herbal Teas in Southern China from Shen-Nong LimitedHerbal jelly is the signature product of Hoi Tin Tong.
This series includes Hong Kong Traditional Herbal Jelly, turtle jelly (Gui Ling Gow) and Fritillaria Bulb (Chuan Bei) Herbal Jelly.
The products include Turtle (Gui Ling) Tea, Bird’s Nest and Hasma.The founder, Mr. Ng Yiu-ming, established the first store of Hoi Tin Tong in 1990 on Bowring Street in Jordon.
Herbal tea shopsAs the leading company in the Hong Kong herbal industry, in 2013, Hoi Tin Tong was condemned by citizens and media for selling moldy and fraudulent turtle gelatin to customers."
Spora Lygodii,List of 5α-reductase inhibitors,"This is a list of 5α-reductase inhibitors (5α-RIs), drugs which inhibit one or more isoforms of the enzyme 5α-reductase.
Saw palmetto (Serenoa repens, active substance possibly lauric acid)The berries of saw palmetto, a small palm native to the south east United States, possess a dual 5a-reductase inhibition activity, due to their high content of phytosterols: β-sitosterol, stigmasterol, lupeol, lupenone, and cycloartenol.
4-MA – inhibits types 1 and 2 (IC50 = 8.5 nM), but also 3β-HSD inhibitor, investigated extensively but found to be hepatotoxic
Azelaic Acid
Bexlosteride (LY-300502) – inhibits type 1
FCE-28260 – inhibits types 1 and 2
Izonsteride (LY-320236) – inhibits types 1 and 2
Lapisteride (CS-891) – inhibits types 1 and 2
MK-963 (L-654066) – inhibits type 2
MK-963 (L-654066) – inhibits type 2
MK-963 (L-654066) – inhibits type 2
PNU-157706 – inhibits types 1 and 2
Dutasteride (Avodart) – inhibits types 1, 2, and 3
Saw palmetto extract (Permixon) – inhibits types 1 and 2"
Stigma Croci,Stigma Croci,"Crocus (English plural: crocuses or croci) is a genus of flowering plants in the iris family comprising 90 species of perennials growing from corms.
Crocus scardicus Kos.Series Versicolores: spring-flowering, corms with tunics, which for the most part have parallel fibers, flowers with conspicuous exterior striping
Crocus minimus DC.Series Longiflori: autumn-flowering, yellow anthers, styles much divided
Crocus vallicola Herb.Series Crocus: autumn-flowering, anthers yellow, style distinctly three-branched
Crocus veluchensis Herb.Series Biflori: tunics of corms split into rings at the base, either entire or with toothlike projections, leathery in texture, spring- or late-winter flowering, style three-forked
Crocus yakarianus Yıldırım & O.Erol (2013)Series Speciosi: corm tunic splits into rings at the base, leathery or membranous, foliage after the flowers, autumn-flowering, style much divided
Crocus fleischeri J.Gay.Series Laevigatae: corm tunic membranous or splitting into parallel fibers, sometimes leathery, foliage produced at the same time as flowers, autumn-flowering, anthers white, style much divided"
Stigma Maydis,Maize,"The leafy stalk of the plant produces pollen inflorescences and separate ovuliferous inflorescences called ears that yield kernels or seeds, which are fruits.Maize has become a staple food in many parts of the world, with the total production of maize surpassing that of wheat or rice.
Insect-resistant maize was grown in Argentina, Australia, Brazil, Canada, Chile, China, Colombia, Egypt, the European Union, Honduras, Japan, Korea, Malaysia, Mexico, New Zealand, Philippines, South Africa, Switzerland, Taiwan, the United States, and Uruguay.In September 2000, up to $50 million worth of food products were recalled due to the presence of Starlink genetically modified corn, which had been approved only for animal consumption and had not been approved for human consumption, and was subsequently withdrawn from the market.Before the 20th century, all maize harvesting was by manual labour, by grazing, or by some combination of those."
Styrax,Styrax,"Styrax (common names storax or snowbell) is a genus of about 130 species of large shrubs or small trees in the family Styracaceae, mostly native to warm temperate to tropical regions of the Northern Hemisphere, with the majority in eastern and southeastern Asia, but also crossing the equator in South America.
officinalis, was imported in quantity from the Near East by Phoenician merchants, and Herodotus of Halicarnassus in the 5th century BC indicates that different kinds of storax were traded.The nataf (נטף) of the incense sacred to Yahweh, mentioned in the Book of Exodus, is loosely translated by the Greek term staktē (στακτή, AMP: Exodus 30:34), or an unspecific ""gum resin"" or similar term (NIV: Exodus 30:34).
Nataf may have meant the resin of Styrax officinalis or of some other plant, perhaps Turkish sweetgum, which is unlikely to have been imported in quantity into the Near East."
Testa Arachidis Hypogaeae,Testa Arachidis Hypogaeae,"This article is a list of diseases of peanuts (Arachis hypogaea).Common Names of Diseases, The American Phytopathological Society"
Tinosporae Radix,Chinese herbology,"Thus, the term ""medicinal"" (instead of herb) is usually preferred as a translation for 药 (pinyin: yào).Research into the effectiveness of traditional Chinese herbal therapy is of poor quality and often tainted by bias, with little or no rigorous evidence of efficacy.
Each of the Five Flavors corresponds to one of the zàng organs, which in turn corresponds to one of the Five Phases: A flavor implies certain properties and presumed therapeutic ""actions"" of a substance: saltiness ""drains downward and softens hard masses""; sweetness is ""supplementing, harmonizing, and moistening""; pungent substances are thought to induce sweat and act on qi and blood; sourness tends to be astringent (涩; 澀) in nature; bitterness ""drains heat, purges the bowels, and eliminates dampness"".The rhizome of Coptis chinensis is one of the bitterest herbs used in Chinese medicine."
Trichosanthes Kirilowii Maxim,Trichosanthes Kirilowii Maxim,"Trichosanthes kirilowii is a flowering plant in the family Cucurbitaceae found particularly in Henan, Shandong, Hebei, Shanxi, and Shaanxi.
It is one of the 50 fundamental herbs used in traditional Chinese medicine, where it shares the name guālóu (Chinese: 栝蔞) with the related T.
""Trichosanthes kirilowii List of Chemicals"".
United States National Agricultural Library.The plant is a source of the ricin-like protein trichosanthin.The tuber of this plant is known in Mandarin as tiān huā fěn (Chinese: 天花粉).
In traditional Chinese medicine it is said to drain heat and generate fluids, clear and drain lung heat, transform phlegm, and moisten lung dryness, and resolve toxicity and expel pus.
The fruit of the plant, also referred to in Mandarin as guālóu (Chinese: 瓜蔞), is said to clear heat and transform phlegm-heat, unbind the chest, reduces abscesses and dissipate nodules.
Extracts from the plant have been shown to damage the protein coat on the RNA of the AIDS virus in vitro."
flos Sophorae,23rd Golden Eagle Awards,"Showing Sword/亮剑
Papa, Can You Hear Me Sing?/搭错车
Sky of History/历史的天空Sound recording group for Sha Chang Dian PingCheng Shengsheng for Beautiful FieldYao Zhuoxi for Nine PhoenixesJiang Qinqin for The Qiao Family Grand CourtyardLiu Jia for Ren Changxia
Jiang Qinqin for Flos Sophorae
Yin Tao for Papa, Can You Hear Me Sing?Writing & directing group for The Forbidden CityGe Fei for Ren ChangxiaBacking Soul/归来，殉难亡灵
Rosy Cloudy/霞映长空Cinematography group for 2005 CCTV New Year's GalaDirecting group for 2005 CCTV New Year's GalaCinematography group for The Forbidden CityZhang Guoli for Flos Sophorae2005 CCTV New Year's Gala/中央电视台春节联欢晚会
2006 Hunan TV Spring Festival Gala/和和美美过新年――湖南卫视2006年春节联欢晚会
For Justice and Peace/为了正义与和平BaidubaikeThe Forbidden City/故宫'
Mei Lanfang/梅兰芳Art direction group for Genghis KhanChenyun in Linjiang/陈云在临江
Big Ear Tutu /大耳朵图图Li Youbin for Showing Sword
Zhang Guoli for Flos Sophorae
Li Xuejian for Papa, Can You Hear Me Sing?
Wu Jinan for Keep the Red Flag FlyingYang Yang for Witness of MemoriesArt Direction group for 中华情――纪念台湾光复六十周年大型文艺晚会"
flos farfarae,Pear-syrup candy,"After that, Wei shared this prescription to the public, and not only the upper classes but ordinary people produced it, so the method of making the candy became widespread.During the Northern Song Dynasty (960-1127), the production and sales of pear-syrup candy normalised, becoming a huge industry.
Wenmai became a special selling method among Shanghai retailers.Shanghai City, Jiangsu Province, and Zhejiang Province all listed the performance of ""Xiaorehun"" or the production process of pear-syrup candy in their provincial level directory of nonmaterial cultural heritage.
Zhejiang Province listed ""Xiaorehun"" into the First Nonmaterial Cultural Heritage of Zhejiang Province.Famous Chinese brands of pear-syrup candy currently produced include Caizhi Zhai and City God Temple of Shanghai by the Shanghai Pear-Syrup Candy Food Factory.Wumai is also called ""Luobang"", which is a selling method in the form of rap.
Except those factories with a long history which were permitted by the MOH to manufacture medicinal ligaotang, ordinary factories can only produce food-oriented pear-syrup candy."
flos puerariae lobatae,Latin,"Latin is a highly inflected language, with three distinct genders, up to seven noun cases, five declensions, four verb conjugations, three tenses, three persons, three moods, two voices, two or three aspects and two numbers.During the late republic and into the first years of the empire, a new Classical Latin arose, a conscious creation of the orators, poets, historians and other literate men, who wrote the great works of classical literature, which were taught in grammar and rhetoric schools.
Afterwards, most diplomatic documents were written in French (a Romance language) and later just native or other languages.Some Latin verbs are deponent, causing their forms to be in the passive voice but retain an active meaning: hortor, hortārī, hortātus sum (to urge).Throughout European history, an education in the classics was considered crucial for those who wished to join literate circles."
fructus Capsici,Capsaicin,"Notably, an article published in the Journal of Environmental Science and Health in 2006 states that ""Although hot chili pepper extract is commonly used as a component of household and garden insect-repellent formulas, it is not clear that the capsaicinoid elements of the extract are responsible for its repellency.""The first pesticide product using solely capsaicin as the active ingredient was registered with the U.S. Department of Agriculture in 1962.Because of the burning sensation caused by capsaicin when it comes in contact with mucous membranes, it is commonly used in food products to provide added spice or ""heat"" (piquancy), usually in the form of spices such as chili powder and paprika.
Folklore among self-described ""chiliheads"" attributes this to pain-stimulated release of endorphins, a different mechanism from the local receptor overload that makes capsaicin effective as a topical analgesic.Allicin, the active piquant flavor chemical in uncooked garlic, and to a lesser extent onions (see those articles for discussion of other chemicals in them relating to pungency, and eye irritation)"
