,name_used,summary
Poria-cocos mushroom,Poria-cocos mushroom,"Wolfiporia extensa (Peck) Ginns (syn.
Poria cocos F.A.Wolf) is a fungus in the family Polyporaceae.
It is a wood-decay fungus but has a subterranean growth habit.
This sclerotium called ""(Chinese) Tuckahoe"" or fu-ling(茯苓, pīnyīn: fúlíng), is not the same as the true tuckahoe used as Indian bread by Native Americans, which is the arrow arum, Peltandra virginica, a flowering tuberous plant in the arum family.
W. extensa is also used extensively as a medicinal mushroom in Chinese medicine.
Indications for use in the traditional Chinese medicine include promoting urination, to invigorate the spleen function (i.e., digestive function), and to calm the mind.Common names include hoelen, poria, tuckahoe, China root, fu ling (茯苓, pīnyīn: fúlíng), and matsuhodo.Wolfiporia extensa is a source of a triterpenoid compound, pachymic acid, which has been the object of scientific study based upon the mushroom's role in traditional Chinese medicine.
The species is often called cocos in this context.Traditional Chinese medicineHoelen (Poria)"
Prepared rehmannia,Prepared rehmannia,"It was traditionally made from the powdered plastron (bottom shell) from the  turtle Cuora trifasciata (commonly known as ""three-lined box turtle"", or ""golden coin turtle"", 金錢龜) and a variety of herbal products, in particular, China roots Smilax glabra (土伏苓, Tu fu ling).
Although the golden coin turtle  (Cuora trifasciata) is commercially farmed in modern China, it is extremely expensive; therefore, even when turtle-derived ingredients are used in commercially available guīlínggāo, they come from other, more commonly available, turtle species.More often, commercially available guīlínggāo sold as a dessert does not contain turtle shell powder.
on PubMedTraditional guilinggao recipes require boiling turtle shell for many hours, first by itself, then with a variety of herbal ingredients, so that the liquid is gradually evaporated and a jelly-like residue forms.
Rice flour and corn starch is added to thicken the product.The ingredients of traditional guilinggao consists of:"
Propolis,Propolis,"Normally, it is dark brown in color, but it can be found in green, red, black, and white hues, depending on the sources of resin found in the particular hive area.
Honey bees are opportunists, gathering what they need from available sources, and detailed analyses show that the chemical composition of propolis varies considerably from region to region, along with the vegetation.
Propolis also contains persistent lipophilic acaricides, a natural pesticide that deters mite infestations.In neotropical regions, in addition to a large variety of trees, bees may also gather resin from flowers in the genera Clusia and Dalechampia, which are the only known plant genera that produce floral resins to attract pollinators.
Caffeic acid phenethyl ester (CAPE) is also a component of some varieties of propolis from New Zealand.Occasionally, worker bees will even gather various caulking compounds of human manufacture, when the usual sources are more difficult to obtain."
Pu'er tea,Pu'er tea,"A jiàn of tea, which is bound together in a loose bamboo basket, will usually have a large batch ticket (大票; pinyin: dàpiào) affixed to its side that will indicate information such as the batch number of the tea in a season, the production quantities, tea type, and the factory where it was produced.Aside from vintage year, pu'er tea can be classified in a variety of ways: by shape, processing method, region, cultivation, grade, and season.Pu'er can be sorted into ten or more grades.
Because of the prolonged fermentation in ripened pu'erh and slow oxidization of aged raw pu'erh, these teas often lack the bitter, astringent properties of other teas, and can be brewed much stronger and repeatedly, with some claiming 20 or more infusions of tea from one pot of leaves."
Pubescent angelica root,Angelica acutiloba,"It is now distributed widely and cultivated in Jilin, China, Korea, Taiwan and Indonesia.The common name of Angelica acutiloba is known as tōki (トウキ, 当帰) in Japanese.
The root was used as a substitute for the crude drug tōki (当帰) in Kampō medicine (漢方製薬 Kanpō Seiyaku), which is a Japanese adaptation of Traditional Chinese medicine.
(See #Etymology) The Japanese name, tōki (トウキ, 当帰), has a literally meaning like “recovering good health”.A. acutiloba grows in moist clay soils.
It may contain about 2% volatile oils, such as ligustilide, n-butylidenephthalide, folic acid, linoleic acid, safrole, and isosafrole.Angelica acutiloba, Medicinal Plant Images Database (School of Chinese Medicine, Hong Kong Baptist University) (in Chinese) (in English)
The plant bears fruit from August to September.Angelica acutiloba contains furocoumarins, which increase skin sensitivity to sunlight and may cause dermatitis.
acutiloba roots is used in traditional Chinese medicine and is considered a substitute for dang gui, Angelica sinensis."
Pumpkin seeds,Pumpkin seeds,"A pumpkin seed, also known in North America as a pepita (from the Mexican Spanish: pepita de calabaza, ""little seed of squash""), is the edible seed of a pumpkin or certain other cultivars of squash.
This led to the seeds being listed in the United States Pharmacopoeia as an antiparasitic from 1863 until 1936.Dried, roasted pumpkin seeds are 2% water, 49% fat, 15% carbohydrates, and 30% protein (table).
maxima pepitas (see pumpkin seed oil):
maxima cultivar seeds ranged from 4 to 19 mg/100 g of pepita.Pumpkin seeds are a common ingredient in Mexican cuisine and are also roasted and served as a snack.
Pepitas are known by their Spanish name (usually shortened), and typically salted and sometimes spiced after roasting (and today also available as a packaged product), in Mexico and other Latin American countries, in the American Southwest, and in speciality and Mexican food stores.
The pressed oil of the roasted seeds of a Cucurbita pepo subsp."
Purslane,Purslane,"Purslane is a common name for several plants with edible leaves and may refer to:

Portulacaceae, a family of succulent flowering plants, and especially:
Portulaca oleracea, a species of Portulaca eaten as a leaf vegetable, known as summer purslane
Portulaca grandiflora, moss rose, or moss-rose purslane
Claytonia perfoliata, Miner's lettuce or winter purslane
Claytonia sibirica, pink purslane
Halimione portulacoides, sea purslane
Sesuvium portulacastrum, shoreline purslane
Honckenya peploides, also called sea purslaneThe Spanish name is Verdolaga."
Radish seed,Radish seed,"TurnipUsing 2003-4 data, several sources report annual world production of radishes to be about 7 million tonnes, produced mainly by China, Japan, and South Korea, and representing roughly 2% of global vegetable production.As a fast-growing plant, diseases are not generally a problem with radishes, but some insect pests can be a nuisance.
The 'München Bier' variety supplies seed pods that are sometimes served raw as an accompaniment to beer in Germany.Broadly speaking, radishes can be categorized into four main types according to the seasons when they are grown and a variety of shapes lengths, colors, and sizes, such as red, pink, white, gray-black, or yellow radishes, with round or elongated roots that can grow longer than a parsnip.Sometimes referred to as European radishes or spring radishes if they are planted in cooler weather, summer radishes are generally small and have a relatively short three- to four-week cultivation time."
Red peony root,Red peony root,"The peony or paeony is a flowering plant in the genus Paeonia, the only genus in the family Paeoniaceae.
About half of the species of the section Paeonia however is tetraploid (4n=20), particularly many of those in the Mediterranean region.
Both allotetraploids and autotetraploids are known, and some diploid species are also of hybrid origin.The family name ""Paeoniaceae"" was first used by Friedrich K.L. Rudolphi in 1830, following a suggestion by Friedrich Gottlieb Bartling that same year.
P. suffruticosa is a cultivated hybrid swarm, not a naturally occurring species.The remainder of the species belongs to the section Paeonia, which is characterised by a complicated reticulate evolution.
Paeonia lactiflora (Chinese or common garden peony)
Paeonia officinalis (European or common peony, type species)
lactiflora occurs in Northern China, including  Manchuria, Japan, Korea, Mongolia, Russia (Far East and Siberia).The species of the section Paeonia have a disjunct distribution, with most of the species occurring in the Mediterranean, while many others occur in eastern Asia."
Red sage root,Red sage root,"Salvia miltiorrhiza (simplified Chinese: 丹参; traditional Chinese: 丹參; pinyin: dānshēn), also known as red sage, Chinese sage, tan shen, or danshen, is a perennial plant in the genus Salvia, highly valued for its roots in traditional Chinese medicine.
Since the outbreak of SARS in 2003, this herb has been tested for treatment of COPD with promising results.Salvia miltiorrhiza List of Chemicals (Dr. Duke's Databases)Chemical compounds isolated from Salvia miltiorrhiza include salvianolic acid (or salvianolic acid B), dihydrotanshinone, tanshinone I, and tanshinone IIA.
Most Salvia seeds have a higher germination rate when exposed to light, though it is not required.Alone or combined with other Chinese herbal medicines, Salvia miltiorrhiza has been used in China and, to a lesser extent, in other countries as a treatment for various cardiovascular and cerebrovascular diseases.
Similarly, a 2008 Cochrane meta-analysis found the clinical trials on danshen were low in quality, and were insufficient to make any judgment about its efficacy for people with heart attack."
Rhodiola root,Rhodiola root,"As of 2019, there is no high-quality clinical research to indicate it is effective for treating any disorder, and the United States Food and Drug Administration has issued several warnings to manufacturers of R.
Rhodiola roots contain phenols, rosavin, rosin, rosarin, organic acids, terpenoids, phenolic acids and their derivatives, flavonoids, anthraquinones, alkaloids, tyrosol, and salidroside.The chemical composition of the essential oil from R.
rosea dietary supplement products unapproved as new drugs, adulterated, misbranded and in federal violation for not having proof of safety or efficacy for the advertised conditions of alleviating Raynaud syndrome, altitude sickness, depression or cancer.The leaves and shoots are eaten raw, having a bitter flavor, or cooked like spinach, and are sometimes added to salads.
R. rosea is dioecious – having separate female and male plants.Rhodiola rosea grows in cold regions of the world, including much of the Arctic, the mountains of Central Asia, scattered in eastern North America and mountainous parts of Europe."
Rhubarb,Rhubarb,"Later, the fleshy, edible stalks (petioles) of other species and hybrids (culinary rhubarb) were cooked and used for food.
These sheds are dotted around the ""Rhubarb Triangle"" between Wakefield, Leeds, and Morley.Rhubarb damaged by severe cold should not be eaten, as it may be high in oxalic acid, which migrates from the leaves and can cause illness.The colour of rhubarb stalks can vary from the commonly associated crimson red, through speckled light pink, to simply light green.
Rhubarb at CurlieThe species Rheum ribes has been eaten in the Islamic world since the 10th century.In Northern Europe and North America the stalks are commonly cut into pieces and stewed with added sugar until soft.
It was one of the first Chinese medicines to be imported to the West from China.Rhubarb leaves contain poisonous substances, including oxalic acid, which is a nephrotoxic acid that is present in many plants."
Rose flower,Rose flower,"Rose leaves: Rosa spp.The majority of ornamental roses are hybrids that were bred for their flowers.
Many thousands of rose hybrids and cultivars have been bred and selected for garden use as flowering plants.
As long ago as 1840 a collection numbering over one thousand different cultivars, varieties and species was possible when a rosarium was planted by Loddiges nursery for Abney Park Cemetery, an early Victorian garden cemetery and arboretum in England.Rose perfumes are made from rose oil (also called attar of roses), which is a mixture of volatile essential oils obtained by steam distilling the crushed petals of roses.
Caninae – pink and white flowered species from Asia, Europe and North Africa.
The flowers of most species have five petals, with the exception of Rosa sericea, which usually has only four.
Each petal is divided into two distinct lobes and is usually white or pink, though in a few species yellow or red."
Roselle flower bud,Roselle flower bud,"It is prepared by boiling fresh, frozen or dried sepals; and sometimes the calyces and seeds, of the fruit of the sorrel plant in water for 8 to 10 minutes (or until the water turns red), then adding sugar.
Roselle is used in Nigeria to make a refreshing drink known as Zobo and natural fruit juices of pineapple and watermelon are added.
Ginger is also sometimes added to the refreshing drink.With the advent in the U.S. of interest in south-of-the-border cuisine, the calyces are sold in bags usually labeled ""flor de Jamaica"" and have long been available in health food stores in the U.S. for making tea.
In the Khasi Hills of Meghalaya, the plant is locally known as jajew, and the leaves are used in local cuisine, cooked with both dried and fresh fish."
Safflower,Safflower,"In coloring textiles, dried safflower flowers are used as a natural dye source for the orange-red pigment carthamin.
""The explanation is that there are two parts of the plant which can be used; the pale seeds and the red florets.""The early Spanish colonies along the Rio Grande in New Mexico used safflower as a substitute for saffron in traditional recipes.
Other significant producers were Mexico and Kazakhstan.Traditionally, the crop was grown for its seeds, and used for coloring and flavoring foods, in medicines, and making red (carthamin) and yellow dyes, especially before cheaper aniline dyes became available.
For the last fifty years or so, the plant has been cultivated mainly for the vegetable oil extracted from its seeds.In Japan, dyers have mastered the technique of producing a bright red to orange-red dye (known as carthamin) from the dried florets of safflower (Carthamus tinctorius)."
Saffron,Saffron,"Vivid crimson colouring, slight moistness, elasticity, and lack of broken-off thread debris are all traits of fresh saffron.The domesticated saffron crocus, Crocus sativus, is an autumn-flowering perennial plant unknown in the wild.
The ""Aquila"" saffron, or zafferano dell'Aquila, is defined by high safranal and crocin content, distinctive thread shape, unusually pungent aroma, and intense colour; it is grown exclusively on eight hectares in the Navelli Valley of Italy's Abruzzo region, near L'Aquila.
In addition to descriptions based on how the saffron is picked, saffron may be categorised under the international standard ISO 3632 after laboratory measurement of crocin (responsible for saffron's colour), picrocrocin (taste), and safranal (fragrance or aroma) content.
The world's finest samples (the selected, most red-maroon, tips of stigmas picked from the finest flowers) receive colouring strengths in excess of 250, making such saffron over three times more powerful than category IV saffron.
On many saffron packaging labels, neither the ISO 3632 category nor the colouring strength (the measurement of crocin content) is displayed."
Saposhnikovia root,Saposhnikovia root,"The plant is still frequently referenced under the obsolete genus name Ledebouriella in many online sources devoted to traditional Chinese medicine.Saposhnikovia divaricata is found, in China, in the provinces of Inner Mongolia, Hebei, Shandong, Henan, Shanxi, Shaanxi, Hunan, Heilongjiang, Jilin and Liaoning.
Flowering August–September and fruiting September–October.The roots and seeds of Saposhnikovia divaricata contain a variety of phytochemicals under basic research,  including furocoumarins, furanochromones, polyacetylenes, hyperosides and terpenes.
divaricata are caryophyllene oxide, sabinene, α- and β-pinene, myrtenal, myrtenol, α-terpineol, p-cymene and nonanoic acid.Most of the plants harvested are collected in the provinces of Heilongjiang, Jilin, Inner Mongolia and Hebei.
The tuberous rootstocks are harvested in early spring or late autumn (when the plants have yet to flower or have finished flowering) washed, trimmed of basal leaves and fibrous roots, sun-dried until they contain 20% moisture, shredded and then sun-dried again until completely desiccated and ready for storage."
Sargassum,Sargassum,"Numerous species are distributed throughout the temperate and tropical oceans of the world, where they generally inhabit shallow water and coral reefs, and the genus is widely known for its planktonic (free-floating) species.
The Atlantic Ocean's Sargasso Sea was named after the algae, as it hosts a large amount of Sargassum.Sargassum muticum is a large brown seaweed of the class Phaeophyceae.
Sea turtlesSargassum is commonly found in the beach drift near Sargassum beds, where they are also known as gulfweed, a term that also can mean all seaweed species washed up on shore.
Many have a rough, sticky texture that, along with a robust but flexible body, helps it withstand strong water currents.In summer 2015, large quantities of different species of Sargassum accumulated along the shores of many of the countries on the Caribbean Sea. Some of the affected islands and regions include the Caribbean coast of Mexico, the Dominican Republic, Barbados, and Trinidad and Tobago."
Scallion,Scallion,"Scallions (also known as green onions, spring onions, or salad onions) are vegetables of various Allium onion species.
The leaves are often chopped into other dishes, in the manner of onions or garlic.Spring onions may be cooked or used raw as a part of salads, salsas or Asian recipes.
The leaves are chopped and lightly cooked, then emulsified in oil that is then used as a garnish.Species and cultivars that may be called ""scallions"" include:
cepa (common onion) are from a young plant, harvested before a bulb forms or sometimes after slight bulbing has occurred.
A. fistulosum, the Welsh onion – does not form bulbs even when mature, and is grown in the West almost exclusively as a scallion or salad onion, although in Asia this species is of primary importance and used both fresh and cooked."
Schisandra berry,Schisandra berry,"Schisandra chinensis (common name: magnolia-vine, Chinese magnolia-vine, schisandra), whose fruit is called magnolia berry or five-flavor-fruit (from Chinese wǔ wèi zi), is a deciduous woody vine native to forests of Northern China and the Russian Far East.
The species itself is dioecious, thus flowers on a female plant will only produce fruit when fertilized with pollen from a male plant.
Sometimes, it is more specifically called běi wǔ wèi zi (literally ""northern five-flavor berry"") to distinguish it from another traditionally medicinal schisandraceous plant Kadsura japonica that grows only in subtropical areas.
Another species of schisandra berry, Schisandra sphenanthera, has a similar but different biochemical profile;  the Chinese Pharmacopeia distinguishes between S.
sphenanthera (nan wǔ wèi zi).Schisandra is native to northern and northeastern China (Manchuria).
In order to successfully grow fruit male and female plants must be grown together."
Sea buckthorn fruit,Sea buckthorn fruit,"Hippophae rhamnoides, also known as sea-buckthorn is a species of flowering plant in the family Elaeagnaceae, native to the cold-temperate regions of Europe and Asia.
The plant is used in the food and cosmetics industries, in traditional medicine, as animal fodder, and for ecological purposes.H. rhamnoides needs a period of 4 to 5 years from the appearance of the first shoots from the seeds to the beginning of fruit and peaks at the 7–8th year of plant life, remaining productive for 30 years with intermittent pruning.
Similarly inappropriate are clayey soils, with high density and water retention characteristics.H. rhamnoides is considered drought resistant but it is a moisture sensitive plant especially in the spring when plants are flowering and young fruits are beginning to develop.
rhamnoides that were relatively resistant to wilt disease have also been identified.Sea buckthorn fruit contains sugars, sugar alcohols, fruit acids, vitamins (C, E, and K), polyphenols, carotenoids, fiber, amino acids, minerals, and plant sterols."
Sharp-leaf galangal fruit,Sharp-leaf galangal fruit,"It can be used whole, or as dried and ground.In Indian and Pakistani cuisine, bay laurel leaves are sometimes used in place of Indian bay leaf, although they have a different flavour.
Thai and Laotian cuisine employs bay leaf (Thai name bai kra wan) in a few Arab-influenced dishes, notably massaman curry.Bay leaves can also be crushed or ground before cooking.
It also is unclear to what extent the alleged effect of cyanide released by the crushed leaves has been mis-attributed to Laurus nobilis in confusion with the unrelated Prunus laurocerasus, the so-called cherry laurel, which certainly does contain dangerous concentrations of cyanogenic glycocides together with the enzymes to generate the hydrogen cyanide from the glycocides if the leaf is physically damaged.The Canadian government requires that the bay leaves contain no more than 4.5% total ash material with a maximum of 0.5% of which is insoluble in hydrochloric acid.
Fresh or dried bay leaves are used in cooking for their distinctive flavour and fragrance."
Shiny-leaf prickly-ash,Shiny-leaf prickly-ash,"Zanthoxylum nitidum is a species of flowering plant in the citrus family.
Common names include shiny-leaf prickly-ash.
In Assamese it is known as tez-mui and tejamool.
It is also called liang mian zhen.Z. nitidum is used as an insecticide and a piscicide.In India and Nepal, the fruits are used as a condiment.Z. nitidum is one several species of Zanthoxylum that are used in traditional medicine in various parts of the world.Z. nitidum is a ""morphologically variable"" prickly shrub.
It is aromatic.
It is sometimes a climbing plant.
Flowers, which occur in the leaf axils, have yellow-green petals a few millimeters long.
The fruit is a red-brown follicle.The plant contains the chemical compounds nitidine, toddalolactone, and chelerythrine.The essential oil, at least from some varieties, contains limonene and geraniol.Z. nitidum can be found in South China, southeast Asia, and northern Australia.
It is one of thirteen Zanthoxylum species found in India."
Shiral leaf,Warsan Shire,"In 2013 she was awarded the inaugural Brunel University African Poetry Prize, chosen from a shortlist of six candidates out of a total 655 entries.
As of 2015, she primarily resides in Los Angeles.In 2011, she released Teaching My Mother How To Give Birth, a poetry pamphlet published by Flipped eye.
Her full collection was released in 2016, also through flipped eye.Shire has read her poetry in various artistic venues throughout the world, including in the United Kingdom, Italy, Germany, North America, South Africa and Kenya.
Her poetry has also been translated into a number of languages, including Italian, Spanish, Portuguese, Swedish, Danish and Estonian.As of 2016, Shire is working on her first full-length poetry collection, having put out a limited-release pamphlet called Her Blue Body in 2015.
In April 2013, she was presented with Brunel University's inaugural African Poetry Prize, an award earmarked for poets who have yet to publish a full-length poetry collection."
Sichuan pepper,Sichuan pepper,"It is commonly used in Sichuanese dishes such as mapo doufu and Chongqing hot pot, and is often added together with chili peppers to create a flavor known in Mandarin as málà (麻辣; ""numb-spiciness"").
Ma la sauce (Chinese: 麻辣; pinyin: málà; literally ""numbing and spicy""), common in Sichuan cooking, is a combination of Sichuan pepper and chili pepper, and it is a key ingredient in má là hot pot, the Sichuan version of the traditional Chinese dish.
The recipe may include ginger oil and brown sugar cooked with a base of noodles and vegetables, then adding rice vinegar and Sichuan pepper oil after cooking.Hua jiao yan (simplified Chinese: 花椒盐; traditional Chinese: 花椒鹽; pinyin: huājiāoyán) is a mixture of salt and Sichuan pepper, toasted and browned in a wok, and served as a condiment to accompany chicken, duck, and pork dishes."
Silvery wormwood leaf,Artemisia argyi,"Artemisia argyi, commonly known as silvery wormwood or Chinese mugwort, is a herbaceous perennial plant with a creeping rhizome.
It is a common flavoring and colorant in the Chinese dish qīng tuán (青团).Wormwood leaves are gathered on a warm dry day in spring and summer when the plant is in flower and dried in the shade.
The leaves have an antibacterial action and have been shown to be effective against Staphylococcus aureus,  Bacillus dysenteriae, Bacillus subtilis, Bacillus typhi, Escherichia coli and Pseudomonas.The fine fibers of the plant have been used as a binding agent for the seal stamping paste.
The plants do better and are more aromatic when they grow on poor dry soil.Artemisia argyi is an upright, greyish, herbaceous perennial about one metre tall, with short branches and a creeping rhizome.
argyi flowers and it is suggested that therapeutic use of the flowers may be just as effective as using the leaves."
Smilax glabra root,Smilax glabra root,"Root beer is a sweet North American beverage traditionally made using the root bark of the sassafras tree Sassafras albidum or the vine of Smilax ornata (sarsaparilla) as the primary flavor.
Modern, commercially produced root beer is generally sweet, foamy, carbonated, non-alcoholic, and flavored using artificial sassafras flavoring.
Common flavorings are vanilla, wintergreen, black cherry bark, licorice root, sarsaparilla root, nutmeg, acacia, anise, molasses, cinnamon, sweet birch, and honey.
Soybean protein is sometimes used to create a foamy quality, and caramel coloring is used to make the beverage brown.Ingredients in early and traditional root beers include allspice, birch bark, coriander, juniper, ginger, wintergreen, hops, burdock root, dandelion root, spikenard, pipsissewa, guaiacum chips, sarsaparilla, spicewood, wild cherry bark, yellow dock, prickly ash bark, sassafras root, vanilla beans, dog grass, molasses, and licorice.
Alcoholic and non-alcoholic traditional root beers make a thick and foamy head when poured, often enhanced by the addition of yucca extract, soybean protein, or other thickeners."
Snake gourd,Snake gourd,"anguina raised for its strikingly long fruit, in Asia eaten immature as a vegetable much like the summer squash, and in Africa, the reddish pulp of its mature fruit is used as an economical substitute of tomato.
Common names of the cultivated variety include snake gourd, serpent gourd, chichinda, and padwal (not to be confused with Trichosanthes dioica, the parwal, another gourd edible when immature).
cucumerina – wild variantThe common name ""snake gourd"" refers to the narrow, twisted, elongated fruit.
The fruit becomes too bitter to eat as it reaches maturity, but it does contain a reddish pulp that is used in Africa as a substitute for tomatoes.The shoots, tendrils, and leaves are also eaten as greens.Trichosanthes cucumerina Linn.
Fruits can be up to 200 cm long, deep red at maturity, hanging below the vine.The related Japanese snake gourd (Trichosanthes pilosa, sometimes called T.
Trichosanthes ovigera, Japanese snake gourd"
Snow ear mushroom,Snow ear mushroom,"Tremella fuciformis is a species of fungus; it produces white, frond-like, gelatinous basidiocarps (fruiting bodies).
Tremella fuciformis is commonly known as snow fungus, snow ear, silver ear fungus, and white jelly mushroom.Tremella fuciformis is a parasitic yeast, and grows as a slimy, mucous-like film until it encounters its preferred hosts, various species of Annulohypoxylon (or possibly Hypoxylon) fungi, whereupon it then invades, triggering the aggressive mycelial growth required to form the fruiting bodies.Tremella fuciformis has been cultivated in China since at least the nineteenth century.
In Vietnamese cuisine, it's often used in Chè (Vietnamese pronunciation: [cɛ̂]), a Vietnamese term that refers to any traditional Vietnamese sweet beverage, dessert soup or pudding.Tremella fuciformis extract is used in women's beauty products from China, Korea, and Japan.Fruit bodies are gelatinous, watery white, up to 7.5 cm (3.0 in) across (larger in cultivated specimens), and composed of thin but erect, seaweed-like, branching fronds, often crisped at the edges."
Snow lotus,Snow lotus,"Plants for a Future.A number of the high alpine Himalayan species are grown as ornamental plants for their decorative dense woolly flowerheads; they are among the most challenging plants to grow, being adapted to harsh climates from 3500–5000 m altitude, demanding cool temperatures, a very long (up to 8–10 months) winter rest period, and very good soil drainage in humus-rich gravel soils.Saussurea lappa and has been shown to inhibit the mRNA expression of iNOS by lipopolysaccharide stimulated macrophages, thus reducing nitric oxide production.
Generally the analgesic and antiinflammatory effects of the plant are much inferior to those of indometacin.Costi amari radix or costus root was an important item of Roman trade with India, and is believed to have been the dried root of Saussurea lappa.Several varieties of snow lotus are used in traditional Tibetan medicine.
Saussurea laniceps , Saussurea involucrata and Saussurea medusa flowers and stems have long been used in traditional Chinese medicine for the treatment of rheumatoid arthritis, cough with cold, stomachache, dysmenorrhea, and altitude sickness, and has been found to have antiinflammatory and analgesic effects, as well as cardiotonic, abortifacient, anticancer, and antifatigue actions."
Sophora root,Sophora root,"Sophora is a genus of about 45 species of small trees and shrubs in the pea family Fabaceae.
The species are native to southeast Europe, southern Asia, Australasia, various Pacific islands, western South America, the western United States, Florida and Puerto Rico.
The generic name is derived from sophera, an Arabic name for a pea-flowered tree.The genus formerly had a broader interpretation including many other species now treated in other genera, notably Styphnolobium (pagoda tree genus), which differs in lacking nitrogen fixing bacteria (rhizobia) on the roots, and Dermatophyllum (the mescalbeans).
Styphnolobium has galactomannans as seed polysaccharide reserve, in contrast Sophora contains arabinogalactans, and Dermatophyllum amylose.
The New Zealand Sophora species are known as kowhai or kōwhai.Media related to Sophora at Wikimedia Commons
Data related to Sophora at Wikispecies
Sophora macrocarpa pictures from ChilebosqueThe status of the following species is unresolved:Sophora comprises the following species:One Sophora fossil seed pod from the middle Eocene epoch has been described from the Miller clay pit in Henry County, Tennessee, United States."
Sponge gourd,Sponge gourd,"Luffa cylindrica, the sponge gourd, Egyptian cucumber, or Vietnamese luffa,  is a species of Luffa cultivated for its fruit.
The plant is an annual vine, native to South Asia and Southeast Asia.The young fruit is eaten as a vegetable and is commonly grown for that purpose in tropical Asia.
It requires lots of heat and lots of water to thrive.In Israel, Luffa cylindrica has been in use since the time of the Late Roman Empire.
Luffa cylindrica fruits were decorated for the first time in art of the Byzantine era in Israel only.
The fruits were decorated on mosaics of churches and Jewish synagogues in Israel.The synonymous botanical specific epithet ""aegyptiaca"" was given to this plant in the 16th century when European botanists were introduced to the plant from its cultivation in Egypt.
In the European botanical literature, the plant was first described by Johann Veslingius in 1638, who named it ""Egyptian cucumber""."
Star Anise,Star Anise,"About 90% of the world's star anise crop is used for extraction of shikimic acid, a chemical intermediate used in the synthesis of oseltamivir (Tamiflu).Refer to the 4th edition of the European Pharmacopoeia (1153)Star anise contains anethole, the same compound that gives the unrelated anise its flavor.
Star anise is an ingredient of the traditional five-spice powder of Chinese cooking.
However, a derivation from the Persian بادیان bādiyān, ""fennel"", exists, with the Oxford English Dictionary indicating that its origin before that is unknown.ISO 11178:1995 - a specification for its dried fruitsStar anise is the major source of the chemical compound shikimic acid, a primary precursor in the pharmaceutical synthesis of the antiinfluenza drug, oseltamivir (Tamiflu).
coli bacteria was discovered in 2005, and applied in the 2009 swine flu outbreak to address Tamiflu shortages, also causing price increases for star anise as a raw material of shikimic acid."
Stephania root,Stephania tetrandra,"Its root is used in traditional Chinese medicine (TCM).Stephania contains tetrandrine, a potent smooth muscle relaxant.
The root contains many isoquinoline alkaloids: tetrandrine (0.6-0.9%), fangchinoline (0.5%), cyclanoline (0.1%) and dimethyltetrandrine iodide (muscle relaxant).
Notable among these is guang fang ji (Chinese: 廣防己; pinyin: guǎng fáng jǐ), Aristolochia fanchi, whose main toxic component is aristolochic acid, a potent carcinogen and nephrotoxin.
orbiculatus, Aristolochia fangchi, and Sinomenium acutum (Japanese Han Fang Ji or Qinfengteng).When Aristolochia fanghi is substituted for Stephania tetrandra, the resultant guang fang ji preparations can contain toxic amounts of aristolochic acid  Ingestion can lead to renal failure and even death; Aristolochia is used in TCM only with great caution.
The traditional route of ingestion of guang fang ji is via water decoction.
Since aristolochic acid has low water solubility, water decoction is believed to be a safer route than taking guang fang ji as an uncooked powder."
Stinging nettle leaf,Stinging nettle leaf,"The species is divided into six subspecies, five of which have many hollow stinging hairs called trichomes on the leaves and stems, which act like hypodermic needles, injecting histamine and other chemicals that produce a stinging sensation upon contact (""contact urticaria"", a form of contact dermatitis).
Direct seeding is possible, but leads to great heterogeneity in maturity.Nettles may be used as a dye-stuff, producing yellow from the roots, or yellowish green from the leaves.Three cultivation techniques can be used for the stinging nettle: 1) direct sowing, 2) growing seedlings in nurseries with subsequent transplantation and 3) vegetative propagation via stolons or head cuttings.
In Ecuador there are indigenous healers that use stinging nettles with the belief that they improve fatigue and circulation, by rubbing raw leaves or flogging the plant directly on the body.Urtica dioica is considered to be native to Europe, much of temperate Asia and western North Africa."
Swallow-wort root,Swallow-wort root,"Asclepias tuberosa, the butterfly weed, is a species of milkweed native to eastern North America.
It is commonly known as butterfly weed because of the butterflies that are attracted to the plant by its color and its copious production of nectar.
It is also the larval food plant of the queen and monarch butterflies, as well as the dogbane tiger moth, milkweed tussock moth, and the unexpected cycnia.
It requires full sun.The plant looks similar to the lanceolate milkweed (Asclepias lanceolata), but is uniquely identified by the larger number of flowers, and the hairy stems that are not milky when broken.
It is most commonly found in fields with dry soil.Most easily propagated by seed.
Photo of a J.J. Audubon Plate Clay-Colored Sparrow perched atop Asclepias tuberosaAsclepias tuberosa subsp.
rolfsii – Rolfs milkweed (Southeastern United States)
Asclepias tuberosa subsp.
Asclepias tuberosa subsp.
tuberosa – (Eastern United States)"
